Name,Description,chr,start,stop,strand,length,Gen0_ORFhits,Gen0_MinORFPosition(%),Gen0_MaxORFPosition(%),Gen0_ORFdensity (HPKM),Gen0_1kbUpStreamhits,Gen0_NearestUpStreamhit,Gen0_1kbDownStreamhits,Gen0_NearestDownStreamhit,Gen0_Flankdensity (HPKM),Gen0_ORFHitsLast10%,Gen0_IntronHits,Gen0_Pval,Gen0_ExpORFhits,Gen0_CorrectionRatio(R),Gen80_GLU_Pval,Gen80_GLY_Pval,Gen0Class,Gen80Classification,Gen80GLU Z score,Gen20GLU Z score,Gen0,Gen20GLY Z score,Gen80GLY Z score,YALI1_norm,YALI0 locus ID,YALI1 Locus ID,Gene Type,Chromosome,Start Base,End Base,Strand,Annotation,YALI0_norm
YALI1_A05701g,  no similarity,Yali1A,569804,570148,-,345,2,90.98837,93.02326,11.03,21,-5,61,162,76.69,2,0,0.200652,3.3022305682,0.994029314708,0.236639,0.17834,Essential,Essential,0.4245,-0.4755,-0.5544,1.2588,na,YALI1_A05701g,YALI0A05775g,YALI1_A05701g,mRNA,YALI1A,569804.0,570148.0,-,  no similarity,YALI0_A05775g
YALI1_A05709g, pseudogene,Yali1A,570939,571609,+,671,0,na,na,0.0,21,-33,66,51,81.37,0,0,0.001625,6.4221151176,0.992552585458,0.004075,0.024509,Essential,Essential,na,na,na,na,na,YALI1_A05709g,YALI0A05797g,YALI1_A05709g,Pseudo mRNA,YALI1A,570939.0,571609.0,+, pseudogene,YALI0_A05797g
YALI1_A06128g,"similar to Saccharomyces cerevisiae RSA4 (YCR072C)%3B ancestral locus Anc_6.340,  highly similar to uniprot|Q8NKJ4 Saccharomyces cerevisiae YCR072C YCR72C Beta-transducin family (WD-40 repeat) protein",Yali1A,612893,614437,+,1545,0,na,na,0.0,18,-112,15,48,30.86,0,0,0.005973,5.12057297803,0.343416775113,0.028707,0.092519,Essential,Essential,na,na,na,-0.13,na,YALI1_A06128g,YALI0A06479g,YALI1_A06128g,mRNA,YALI1A,612893.0,614437.0,+,"similar to Saccharomyces cerevisiae RSA4 (YCR072C)%3B ancestral locus Anc_6.340,  highly similar to uniprot|Q8NKJ4 Saccharomyces cerevisiae YCR072C YCR72C Beta-transducin family (WD-40 repeat) protein",YALI0_A06479g
YALI1_A06666g,"similar to Saccharomyces cerevisiae CCL1 (YPR025C)%3B ancestral locus Anc_7.431,  similar to uniprot|P37366 Saccharomyces cerevisiae YPR025c CCL1 TFIIH subunit (transcription initiation factor) cyclin C component",Yali1A,665514,666614,-,1101,0,na,na,0.0,97,-23,10,151,100.08,0,0,2.4e-05,10.6228841102,1.16550918124,0.000119,0.002268,Essential,Essential,na,na,na,na,na,YALI1_A06666g,YALI0A06996g,YALI1_A06666g,mRNA,YALI1A,665514.0,666614.0,-,"similar to Saccharomyces cerevisiae CCL1 (YPR025C)%3B ancestral locus Anc_7.431,  similar to uniprot|P37366 Saccharomyces cerevisiae YPR025c CCL1 TFIIH subunit (transcription initiation factor) cyclin C component",YALI0_A06996g
YALI1_A07051g,  similar to uniprot|Q6CB45 Yarrowia lipolytica YALI0C22022g,Yali1A,705137,707095,+,1959,2,42.1859,42.59448,1.94,15,-65,3,848,16.84,0,0,0.16318,3.77830024522,0.199817729835,0.114777,0.113369,Essential,Essential,na,-0.731733333333,na,-1.1091,na,YALI1_A07051g,YALI0A07557g,YALI1_A07051g,mRNA,YALI1A,705137.0,707095.0,+,  similar to uniprot|Q6CB45 Yarrowia lipolytica YALI0C22022g,YALI0_A07557g
YALI1_A07267g,  weakly similar to uniprot|P53847 Saccharomyces cerevisiae YNL258c hypothetical protein,Yali1A,724428,726734,-,2307,0,na,na,0.0,21,-20,16,118,34.61,0,0,0.000347,7.96475207657,0.357654093774,0.002003,0.015924,Essential,Essential,na,na,na,na,na,YALI1_A07267g,YALI0A07689g,YALI1_A07267g,mRNA,YALI1A,724428.0,726734.0,-,  weakly similar to uniprot|P53847 Saccharomyces cerevisiae YNL258c hypothetical protein,YALI0_A07689g
YALI1_A07349g,"similar to Saccharomyces cerevisiae DSF2 (YBR007C)%3B ancestral locus Anc_3.196,  weakly similar to uniprot|P38213 Saccharomyces cerevisiae YBR007c Hypothetical 82.4 kDa protein in UGA5- FLR1 intergenic region",Yali1A,733530,734981,-,1452,4,11.64714,96.14059,5.23,75,-14,28,0,96.34,1,0,0.001319,14.0125498581,1.12400820824,0.005609,0.090512,Essential,Essential,-0.296066666667,0.78745,-0.440333333333,2.0857,-0.0501333333333,YALI1_A07349g,YALI0A07821g,YALI1_A07349g,mRNA,YALI1A,733530.0,734981.0,-,"similar to Saccharomyces cerevisiae DSF2 (YBR007C)%3B ancestral locus Anc_3.196,  weakly similar to uniprot|P38213 Saccharomyces cerevisiae YBR007c Hypothetical 82.4 kDa protein in UGA5- FLR1 intergenic region",YALI0_A07821g
YALI1_A07649g,"similar to Saccharomyces cerevisiae PPZ2 (YDR436W) and PPZ1 (YML016C)%3B ancestral locus Anc_5.548,similar to Saccharomyces cerevisiae GLC7 (YER133W)%3B ancestral locus Anc_8.159,  highly similar to uniprot|P20654 Emericella nidulans serine-threonine protein phosphatase PP1",Yali1A,764969,766623,+,1655,3,42.9867,96.97703,2.29,134,-29,39,101,161.81,1,1,1.5e-05,15.9729548348,1.8115300719,1.7e-05,0.000106,Essential,Essential,na,-0.8259,-0.7375,na,na,YALI1_A07649g,YALI0A08077g,YALI1_A07649g,mRNA,YALI1A,764969.0,766623.0,+,"similar to Saccharomyces cerevisiae PPZ2 (YDR436W) and PPZ1 (YML016C)%3B ancestral locus Anc_5.548,similar to Saccharomyces cerevisiae GLC7 (YER133W)%3B ancestral locus Anc_8.159,  highly similar to uniprot|P20654 Emericella nidulans serine-threonine protein phosphatase PP1",YALI0_A08077g
YALI1_A07712g,"  similar to uniprot|P47120 Saccharomyces cerevisiae YJR070C Hypothetical 36.2 kDa protein in HAM1-PEM2 intergenic region,similar to Saccharomyces cerevisiae LIA1 (YJR070C)%3B ancestral locus Anc_1.521",Yali1A,771236,772162,+,927,1,92.33261,92.33261,2.05,66,-12,17,110,77.63,1,0,0.002001,8.33478976819,0.932038612759,0.001104,0.016915,Essential,Essential,na,na,na,na,na,YALI1_A07712g,YALI0A08129g,YALI1_A07712g,mRNA,YALI1A,771236.0,772162.0,+,"  similar to uniprot|P47120 Saccharomyces cerevisiae YJR070C Hypothetical 36.2 kDa protein in HAM1-PEM2 intergenic region,similar to Saccharomyces cerevisiae LIA1 (YJR070C)%3B ancestral locus Anc_1.521",YALI0_A08129g
YALI1_A07730g,"  highly similar to uniprot|P32529 Saccharomyces cerevisiae YJR063W DNA-directed RNA polymerase I 13.7 kDa polypeptide (EC 2.7.7.6),similar to Saccharomyces cerevisiae RPA12 (YJR063W)%3B ancestral locus Anc_1.512",Yali1A,772807,773798,-,992,3,90.111,98.28456,0.0,56,-139,15,46,66.41,3,0,0.000408,7.80360717142,0.815402401613,0.029472,0.076992,Essential,Essential,-0.7247,0.8596,-0.1748,-0.1979,-1.1182,YALI1_A07730g,YALI0A08151g,YALI1_A07730g,mRNA,YALI1A,772807.0,773058.0,-,"  highly similar to uniprot|P32529 Saccharomyces cerevisiae YJR063W DNA-directed RNA polymerase I 13.7 kDa polypeptide (EC 2.7.7.6),similar to Saccharomyces cerevisiae RPA12 (YJR063W)%3B ancestral locus Anc_1.512",YALI0_A08151g
YALI1_A08299g,0,Yali1A,829882,833796,-,3915,7,1.83955,91.82422,0.48,90,-108,2,512,86.05,0,6,0.0,31.4506396358,0.832068158321,0.0,0,Essential,Essential,na,0.2157,-0.8254,na,na,YALI1_A08299g,,YALI1_A08299g,mRNA,YALI1A,829882.0,833796.0,-,,nan
YALI1_A08436g,"  similar to uniprot|P39012 Saccharomyces cerevisiae YLR088w GAA1 required for attachment of GPI anchor onto proteins,similar to Saccharomyces cerevisiae GAA1 (YLR088W)%3B ancestral locus Anc_8.261",Yali1A,843696,845540,+,1845,0,na,na,0.0,49,-25,29,11,72.95,0,0,1e-06,14.0317756555,0.787955982624,0.000103,0.000596,Essential,Essential,na,na,na,na,na,YALI1_A08436g,YALI0A08536g,YALI1_A08436g,mRNA,YALI1A,843696.0,845540.0,+,"  similar to uniprot|P39012 Saccharomyces cerevisiae YLR088w GAA1 required for attachment of GPI anchor onto proteins,similar to Saccharomyces cerevisiae GAA1 (YLR088W)%3B ancestral locus Anc_8.261",YALI0_A08536g
YALI1_A08502g,"similar to Saccharomyces cerevisiae SED4 (YCR067C) and SEC12 (YNR026C)%3B ancestral locus Anc_6.333,  weakly similar to uniprot|P11655 Saccharomyces cerevisiae YNR026c SEC12 GDP/GTP exchange factor for SAR1P",Yali1A,849250,850501,-,1252,0,na,na,0.0,23,-1,43,134,61.73,0,0,0.000194,8.54946274618,0.707671582227,0.003796,0.001233,Essential,Essential,-0.8354,na,na,-1.1788,na,YALI1_A08502g,YALI0A08646g,YALI1_A08502g,mRNA,YALI1A,849250.0,850501.0,-,"similar to Saccharomyces cerevisiae SED4 (YCR067C) and SEC12 (YNR026C)%3B ancestral locus Anc_6.333,  weakly similar to uniprot|P11655 Saccharomyces cerevisiae YNR026c SEC12 GDP/GTP exchange factor for SAR1P",YALI0_A08646g
YALI1_A08781g,"similar to Saccharomyces cerevisiae COQ6 (YGR255C)%3B ancestral locus Anc_1.103,  uniprot|Q6H9P2 Yarrowia lipolytica Putative ubiquitin monooxygenase and similar to uniprot|P53318 Saccharomyces cerevisiae YGR255C Ubiquinone biosynthesis monooxgenase COQ6",Yali1A,876747,878144,-,1398,4,25.69792,99.57051,5.43,29,-21,74,50,96.34,2,0,0.001909,13.4910628199,1.13019954392,0.000685,0.0131,Essential,Essential,0.07525,0.55605,-0.44385,0.04875,-0.3994,YALI1_A08781g,YALI0A09042g,YALI1_A08781g,mRNA,YALI1A,876747.0,878144.0,-,"similar to Saccharomyces cerevisiae COQ6 (YGR255C)%3B ancestral locus Anc_1.103,  uniprot|Q6H9P2 Yarrowia lipolytica Putative ubiquitin monooxygenase and similar to uniprot|P53318 Saccharomyces cerevisiae YGR255C Ubiquinone biosynthesis monooxgenase COQ6",YALI0_A09042g
YALI1_A09121g,"similar to Saccharomyces cerevisiae MST1 (YKL194C)%3B ancestral locus Anc_4.299,  uniprot|Q6H9P8 Yarrowia lipolytica Mitochondrial threonyl tRNA synthase",Yali1A,912126,913511,+,1386,0,na,na,0.0,91,-52,3,226,87.92,0,0,2e-06,13.2962956451,0.994102420664,1.1e-05,0.000663,Essential,Essential,na,na,na,na,na,YALI1_A09121g,YALI0A09427g,YALI1_A09121g,mRNA,YALI1A,912126.0,913511.0,+,"similar to Saccharomyces cerevisiae MST1 (YKL194C)%3B ancestral locus Anc_4.299,  uniprot|Q6H9P8 Yarrowia lipolytica Mitochondrial threonyl tRNA synthase",YALI0_A09427g
YALI1_A09190g,  no similarity,Yali1A,919046,919830,+,785,0,na,na,0.0,10,-67,43,203,49.57,0,0,0.010876,4.52121547459,0.597158177964,0.008646,0.04163,Essential,Essential,na,na,na,na,na,YALI1_A09190g,YALI0A09471g,YALI1_A09190g,mRNA,YALI1A,919046.0,919830.0,+,  no similarity,YALI0_A09471g
YALI1_A09444g,  weakly similar to uniprot|Q8WTW9 Homo sapiens Hypothetical protein,Yali1A,944405,945595,+,1191,0,na,na,0.0,37,-17,44,11,75.76,0,0,4.3e-05,10.0443404146,0.874026706921,0.000201,0.017317,Essential,Essential,na,na,na,na,na,YALI1_A09444g,YALI0A09680g,YALI1_A09444g,mRNA,YALI1A,944405.0,945595.0,+,  weakly similar to uniprot|Q8WTW9 Homo sapiens Hypothetical protein,YALI0_A09680g
YALI1_A09856g,"similar to Saccharomyces cerevisiae OCT1 (YKL134C)%3B ancestral locus Anc_2.432,  similar to uniprot|P35999 Saccharomyces cerevisiae YKL134c (MIP1) mitochondrial intermediate peptidase",Yali1A,985627,987957,+,2331,2,24.8927,43.56223,1.63,236,-29,35,3,253.47,0,0,0.0,22.5011999789,2.63300828262,0.0,3e-06,Essential,Essential,na,0.3851,-0.03415,na,na,YALI1_A09856g,YALI0A09988g,YALI1_A09856g,mRNA,YALI1A,985627.0,987957.0,+,"similar to Saccharomyces cerevisiae OCT1 (YKL134C)%3B ancestral locus Anc_2.432,  similar to uniprot|P35999 Saccharomyces cerevisiae YKL134c (MIP1) mitochondrial intermediate peptidase",YALI0_A09988g
YALI1_A09911g,"  similar to uniprot|Q12676 Saccharomyces cerevisiae YMR113w FOL3 dihydrofolate synthetase,similar to Saccharomyces cerevisiae RMA1 (YKL132C) and FOL3 (YMR113W)%3B ancestral locus Anc_2.435",Yali1A,989952,991172,-,1221,2,69.18033,99.42623,3.11,153,-147,145,14,278.72,1,0,0.00053,11.7817441949,3.22704769585,4.5e-05,0.007882,Essential,Essential,na,-0.4755,-0.2834,-0.4101,0.0476,YALI1_A09911g,YALI0A10032g,YALI1_A09911g,mRNA,YALI1A,989952.0,991172.0,-,"  similar to uniprot|Q12676 Saccharomyces cerevisiae YMR113w FOL3 dihydrofolate synthetase,similar to Saccharomyces cerevisiae RMA1 (YKL132C) and FOL3 (YMR113W)%3B ancestral locus Anc_2.435",YALI0_A10032g
YALI1_A09939g,"similar to Saccharomyces cerevisiae ERG9 (YHR190W)%3B ancestral locus Anc_8.857,  uniprot|Q9Y753 Yarrowia lipolytica Squalene synthase",Yali1A,992598,993935,-,1338,2,9.34929,11.06956,2.84,112,-63,130,112,226.34,0,0,0.000206,12.9116327776,2.59314829731,1.7e-05,0.000611,Essential,Essential,na,0.0772,0.1405,na,na,YALI1_A09939g,YALI0A10076g,YALI1_A09939g,mRNA,YALI1A,992598.0,993935.0,-,"similar to Saccharomyces cerevisiae ERG9 (YHR190W)%3B ancestral locus Anc_8.857,  uniprot|Q9Y753 Yarrowia lipolytica Squalene synthase",YALI0_A10076g
YALI1_A09949g,"similar to Saccharomyces cerevisiae GTR1 (YML121W)%3B ancestral locus Anc_8.855,  similar to uniprot|Q00582 Saccharomyces cerevisiae YML121w GTR1 GTP-binding protein",Yali1A,994964,995920,+,957,0,na,na,0.0,112,-29,76,17,175.84,0,0,9.8e-05,9.23225200849,2.0793070606,0.000389,0.005032,Essential,Essential,na,na,na,na,na,YALI1_A09949g,YALI0A10098g,YALI1_A09949g,mRNA,YALI1A,994964.0,995920.0,+,"similar to Saccharomyces cerevisiae GTR1 (YML121W)%3B ancestral locus Anc_8.855,  similar to uniprot|Q00582 Saccharomyces cerevisiae YML121w GTR1 GTP-binding protein",YALI0_A10098g
YALI1_A10022g,"similar to Saccharomyces cerevisiae THP1 (YOL072W)%3B ancestral locus Anc_3.141,  weakly similar to uniprot|Q08231 Saccharomyces cerevisiae YOL072w THP1",Yali1A,1002177,1003541,+,1365,1,78.29912,78.29912,1.39,57,-50,42,20,92.59,0,0,2.5e-05,13.1723762966,1.05982881176,1.4e-05,0.000526,Essential,Essential,na,0.0772,na,na,na,YALI1_A10022g,YALI0A10164g,YALI1_A10022g,mRNA,YALI1A,1002177.0,1003541.0,+,"similar to Saccharomyces cerevisiae THP1 (YOL072W)%3B ancestral locus Anc_3.141,  weakly similar to uniprot|Q08231 Saccharomyces cerevisiae YOL072w THP1",YALI0_A10164g
YALI1_A10254g,"  similar to uniprot|P51601 Saccharomyces cerevisiae YGR267c FOL2 GTP cyclohydrolase I,similar to Saccharomyces cerevisiae FOL2 (YGR267C)%3B ancestral locus Anc_5.37",Yali1A,1024482,1025387,-,906,0,na,na,0.0,57,-164,37,35,87.92,0,0,0.00016,8.73973647247,1.04534784601,0.000591,0.007264,Essential,Essential,na,na,na,na,na,YALI1_A10254g,YALI0A10310g,YALI1_A10254g,mRNA,YALI1A,1024482.0,1025387.0,-,"  similar to uniprot|P51601 Saccharomyces cerevisiae YGR267c FOL2 GTP cyclohydrolase I,similar to Saccharomyces cerevisiae FOL2 (YGR267C)%3B ancestral locus Anc_5.37",YALI0_A10310g
YALI1_A10529g,"  similar to DEHA0F16192g Debaryomyces hansenii,similar to Saccharomyces cerevisiae NAT5 (YOR253W)%3B ancestral locus Anc_8.697",Yali1A,1052435,1052914,-,480,0,na,na,0.0,77,-38,3,200,74.82,0,0,0.013398,4.31266897444,0.932311095104,0.029084,0.070548,Essential,Essential,na,na,na,na,na,YALI1_A10529g,YALI0A10571g,YALI1_A10529g,mRNA,YALI1A,1052435.0,1052914.0,-,"  similar to DEHA0F16192g Debaryomyces hansenii,similar to Saccharomyces cerevisiae NAT5 (YOR253W)%3B ancestral locus Anc_8.697",YALI0_A10571g
YALI1_A10827g,"  similar to uniprot|P26786 Saccharomyces cerevisiae YOR096W 40S ribosomal protein S7-A (RP30),similar to Saccharomyces cerevisiae RPS7B (YNL096C) and RPS7A (YOR096W)%3B ancestral locus Anc_2.188",Yali1A,1082143,1082721,-,579,2,91.00346,96.19377,6.56,63,-168,112,76,163.68,2,0,0.058663,5.58184274154,2.04000890264,0.008676,0.040784,Essential,Essential,na,-1.2842,na,-0.7338,na,YALI1_A10827g,YALI0A10725g,YALI1_A10827g,mRNA,YALI1A,1082167.0,1082721.0,-,"  similar to uniprot|P26786 Saccharomyces cerevisiae YOR096W 40S ribosomal protein S7-A (RP30),similar to Saccharomyces cerevisiae RPS7B (YNL096C) and RPS7A (YOR096W)%3B ancestral locus Anc_2.188",YALI0_A10725g
YALI1_A10907g,"similar to Saccharomyces cerevisiae RRF1 (YHR038W)%3B ancestral locus Anc_5.306,  similar to uniprot|P38771 Saccharomyces cerevisiae YHR038w FIL1 Killed in Mutagen sensitive to Diepoxybutane and/or Mitomycin C singleton",Yali1A,1090724,1091518,+,795,1,36.64987,36.64987,2.39,39,-19,32,203,66.41,0,0,0.01244,6.21360982774,0.810352018407,0.027882,0.04011,Essential,Essential,na,na,na,na,na,YALI1_A10907g,YALI0A10813g,YALI1_A10907g,mRNA,YALI1A,1090724.0,1091518.0,+,"similar to Saccharomyces cerevisiae RRF1 (YHR038W)%3B ancestral locus Anc_5.306,  similar to uniprot|P38771 Saccharomyces cerevisiae YHR038w FIL1 Killed in Mutagen sensitive to Diepoxybutane and/or Mitomycin C singleton",YALI0_A10813g
YALI1_A10934g,"similar to Saccharomyces cerevisiae SKP1 (YDR328C)%3B ancestral locus Anc_5.371,  similar to uniprot|P52286 Saccharomyces cerevisiae YDR328c SKP1 kinetochore protein complex CBF3 subunit D singleton",Yali1A,1092891,1093379,-,489,1,27.45902,27.45902,3.89,77,-41,34,158,103.82,0,0,0.042322,4.71269767797,1.30391480829,0.01817,0.06712,Essential,Essential,na,na,0.1405,na,na,YALI1_A10934g,YALI0A10879g,YALI1_A10934g,mRNA,YALI1A,1092891.0,1093379.0,-,"similar to Saccharomyces cerevisiae SKP1 (YDR328C)%3B ancestral locus Anc_5.371,  similar to uniprot|P52286 Saccharomyces cerevisiae YDR328c SKP1 kinetochore protein complex CBF3 subunit D singleton",YALI0_A10879g
YALI1_A11010g,0,Yali1A,1100712,1101166,-,455,0,na,na,0.0,82,-74,37,314,111.3,0,0,0.012471,4.3843539873,1.39072568423,0.024023,0.081019,Essential,Essential,na,na,na,na,na,YALI1_A11010g,,YALI1_A11010g,mRNA,YALI1A,1100712.0,1101166.0,-,,nan
YALI1_A11258g,"similar to Saccharomyces cerevisiae VMA5 (YKL080W)%3B ancestral locus Anc_2.634,  similar to uniprot|P31412 Saccharomyces cerevisiae YKL080w VMA5 H+-ATPase V1 domain 42 KD subunit vacuolar",Yali1A,1124681,1125832,-,1152,0,na,na,0.0,44,-80,19,3,58.92,0,0,0.000507,7.58706642307,0.682572526815,0.001749,0.014052,Essential,Essential,na,na,na,na,na,YALI1_A11258g,YALI0A11143g,YALI1_A11258g,mRNA,YALI1A,1124681.0,1125832.0,-,"similar to Saccharomyces cerevisiae VMA5 (YKL080W)%3B ancestral locus Anc_2.634,  similar to uniprot|P31412 Saccharomyces cerevisiae YKL080w VMA5 H+-ATPase V1 domain 42 KD subunit vacuolar",YALI0_A11143g
YALI1_A11270g,  highly similar to uniprot|Q07478 Saccharomyces cerevisiae YDL084w SUB2 Probable ATP-dependent RNA helicase involved in pre-mRNA splicing,Yali1A,1126980,1128548,+,1569,4,32.20663,98.46939,1.21,40,-326,29,95,64.54,3,0,0.000119,11.4757216767,0.757851631467,0.000251,0.003254,Essential,Essential,na,-0.54915,0.586266666667,-0.8256,na,YALI1_A11270g,YALI0A11157g,YALI1_A11270g,mRNA,YALI1A,1127164.0,1128548.0,+,  highly similar to uniprot|Q07478 Saccharomyces cerevisiae YDL084w SUB2 Probable ATP-dependent RNA helicase involved in pre-mRNA splicing,YALI0_A11157g
YALI1_A12037g,  highly similar to uniprot|Q9HDF5 Mortierella alpina Histone H4 at C-terminal domain,Yali1A,1203698,1205695,+,1998,7,14.27141,97.69654,6.65,109,-163,13,111,114.11,2,0,0.000829,19.2853632437,1.28399286836,0.004772,0.009843,Essential,Essential,0.0209,-0.70565,-0.873566666667,-0.376766666667,-0.5231,YALI1_A12037g,YALI0A11781g,YALI1_A12037g,mRNA,YALI1A,1203698.0,1205695.0,+,  highly similar to uniprot|Q9HDF5 Mortierella alpina Histone H4 at C-terminal domain,YALI0_A11781g
YALI1_A12225g,"  weakly similar to uniprot|P13433 Saccharomyces cerevisiae YFL036W DNA-directed RNA polymerase mitochondrial precursor,similar to Saccharomyces cerevisiae RPO41 (YFL036W)%3B ancestral locus Anc_8.28",Yali1A,1218463,1222500,-,4038,1,87.19346,87.19346,0.47,35,-184,44,2,73.89,0,0,0.0,25.9542190724,0.665732038898,0.0,6e-06,Essential,Essential,na,-0.1348,0.7633,na,na,YALI1_A12225g,YALI0A12001g,YALI1_A12225g,mRNA,YALI1A,1218463.0,1219932.0,-,"  weakly similar to uniprot|P13433 Saccharomyces cerevisiae YFL036W DNA-directed RNA polymerase mitochondrial precursor,similar to Saccharomyces cerevisiae RPO41 (YFL036W)%3B ancestral locus Anc_8.28",YALI0_A12001g
YALI1_A12284g,"  similar to uniprot|P50861 Saccharomyces cerevisiae YOL143c RIB4 6 7-dimethyl -8-ribityllumazine synthase,similar to Saccharomyces cerevisiae RIB4 (YOL143C)%3B ancestral locus Anc_3.7",Yali1A,1227956,1228453,-,498,0,na,na,0.0,51,-44,7,3,54.25,0,0,0.039257,3.23762175421,0.674559033078,0.062344,0.155028,Essential,Essential,na,na,na,na,na,YALI1_A12284g,YALI0A12045g,YALI1_A12284g,mRNA,YALI1A,1227956.0,1228453.0,-,"  similar to uniprot|P50861 Saccharomyces cerevisiae YOL143c RIB4 6 7-dimethyl -8-ribityllumazine synthase,similar to Saccharomyces cerevisiae RIB4 (YOL143C)%3B ancestral locus Anc_3.7",YALI0_A12045g
YALI1_A12302g,"similar to Saccharomyces cerevisiae RRS1 (YOR294W)%3B ancestral locus Anc_8.763,  similar to uniprot|Q08746 Saccharomyces cerevisiae YOR294w RRS1 regulator of ribosome synthesis",Yali1A,1230270,1230890,+,621,0,na,na,0.0,49,-120,19,8,63.6,0,0,0.009366,4.67071826862,0.780085533511,0.019037,0.052286,Essential,Essential,na,-0.4393,na,na,na,YALI1_A12302g,YALI0A12067g,YALI1_A12302g,mRNA,YALI1A,1230270.0,1230890.0,+,"similar to Saccharomyces cerevisiae RRS1 (YOR294W)%3B ancestral locus Anc_8.763,  similar to uniprot|Q08746 Saccharomyces cerevisiae YOR294w RRS1 regulator of ribosome synthesis",YALI0_A12067g
YALI1_A12403g,"similar to Saccharomyces cerevisiae RRP3 (YHR065C)%3B ancestral locus Anc_5.337,  similar to uniprot|P38712 Saccharomyces cerevisiae YHR065c RRP3 required for maturation of the 35S primary transcript",Yali1A,1238913,1240355,-,1443,0,na,na,0.0,25,-4,26,87,47.7,0,0,0.000571,7.46736875947,0.536231817857,0.001423,0.017088,Essential,Essential,na,na,na,na,na,YALI1_A12403g,YALI0A12133g,YALI1_A12403g,mRNA,YALI1A,1238913.0,1240355.0,-,"similar to Saccharomyces cerevisiae RRP3 (YHR065C)%3B ancestral locus Anc_5.337,  similar to uniprot|P38712 Saccharomyces cerevisiae YHR065c RRP3 required for maturation of the 35S primary transcript",YALI0_A12133g
YALI1_A12411g,"similar to Saccharomyces cerevisiae SSF2 (YDR312W) and SSF1 (YHR066W)%3B ancestral locus Anc_5.338,  similar to uniprot|P38789 Saccharomyces cerevisiae YHR066w SSF1 mating protein P2",Yali1A,1241105,1242325,+,1221,1,26.55738,26.55738,1.56,25,-110,23,43,44.89,0,0,0.012478,6.20997424137,0.527084456989,0.005018,0.029632,Essential,Essential,na,na,-0.0983,na,na,YALI1_A12411g,YALI0A12155g,YALI1_A12411g,mRNA,YALI1A,1241105.0,1242325.0,+,"similar to Saccharomyces cerevisiae SSF2 (YDR312W) and SSF1 (YHR066W)%3B ancestral locus Anc_5.338,  similar to uniprot|P38789 Saccharomyces cerevisiae YHR066w SSF1 mating protein P2",YALI0_A12155g
YALI1_A12638g,  no similarity,Yali1A,1263788,1264516,+,729,2,12.08791,23.21429,5.21,91,-32,7,193,91.66,0,0,0.021861,7.03041784747,1.13362101621,0.045242,0.144352,Essential,Essential,-0.89275,0.081,-0.82195,-0.2356,-0.2384,YALI1_A12638g,YALI0A12507g,YALI1_A12638g,mRNA,YALI1A,1263788.0,1264516.0,+,  no similarity,YALI0_A12507g
YALI1_A12852g,  no similarity,Yali1A,1285196,1286362,+,1167,1,24.87136,24.87136,1.63,24,-203,5,847,27.12,0,0,0.094576,3.65423730038,0.324525208394,0.183879,0.241732,Poor Essential,Essential,-0.5125,na,-1.0907,-0.8753,-1.0787,YALI1_A12852g,YALI0A12815g,YALI1_A12852g,mRNA,YALI1A,1285565.0,1286362.0,+,  no similarity,YALI0_A12815g
YALI1_A13046g,"  weakly similar to uniprot|P36159 Saccharomyces cerevisiae YKR079c,similar to Saccharomyces cerevisiae TRZ1 (YKR079C)%3B ancestral locus Anc_5.671",Yali1A,1304591,1307038,+,2448,1,52.67675,52.67675,0.78,14,-153,28,151,39.28,0,0,0.000597,9.69470631029,0.410252210137,0.002506,0.003554,Essential,Essential,0.6095,0.4744,1.4585,na,na,YALI1_A13046g,YALI0A13057g,YALI1_A13046g,mRNA,YALI1A,1304591.0,1307038.0,+,"  weakly similar to uniprot|P36159 Saccharomyces cerevisiae YKR079c,similar to Saccharomyces cerevisiae TRZ1 (YKR079C)%3B ancestral locus Anc_5.671",YALI0_A13057g
